Rk_stats_standard,Player,Nation_stats_standard,Pos_stats_standard,Squad_stats_standard,Age_stats_standard,Born_stats_standard,MP_stats_standard,Starts_stats_standard,Min_stats_standard,90s_stats_standard,Gls_stats_standard,Ast_stats_standard,G+A_stats_standard,G-PK_stats_standard,PK_stats_standard,PKatt_stats_standard,CrdY_stats_standard,CrdR_stats_standard,xG_stats_standard,npxG_stats_standard,xAG_stats_standard,npxG+xAG_stats_standard,PrgC_stats_standard,PrgP_stats_standard,PrgR_stats_standard,Gls_stats_standard,Ast_stats_standard,G+A_stats_standard,G-PK_stats_standard,G+A-PK_stats_standard,xG_stats_standard,xAG_stats_standard,xG+xAG_stats_standard,npxG_stats_standard,npxG+xAG_stats_standard,Matches_stats_standard,FirstName
112,Aaron Cresswell,eng ENG,DF,West Ham,35-144,1989,15,8,676.0,7.5,0,0,0,0,0,0,2,0,0.1,0.1,1.1,1.3,4,28,2,0.00,0.00,0.00,0.00,0.00,0.01,0.15,0.17,0.01,0.17,Matches,Aaron
537,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-163,1997,33,32,2884.0,32.0,2,3,5,2,0,0,1,0,1.2,1.2,3.2,4.4,101,132,150,0.06,0.09,0.16,0.06,0.16,0.04,0.10,0.14,0.04,0.14,Matches,Aaron
420,Aaron Ramsdale,eng ENG,GK,Southampton,26-359,1998,27,27,2430.0,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aaron
146,Abdoulaye Doucouré,ml MLI,MF,Everton,32-127,1993,30,29,2425.0,26.9,3,1,4,3,0,0,5,1,3.9,3.9,2.3,6.2,40,78,91,0.11,0.04,0.15,0.11,0.15,0.14,0.09,0.23,0.14,0.23,Matches,Abdoulaye
280,Abdukodir Khusanov,uz UZB,DF,Manchester City,21-068,2004,6,6,503.0,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,25,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,Abdukodir
175,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,21-061,2004,11,6,579.0,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.00,0.31,0.31,0.00,0.31,0.06,0.24,0.31,0.06,0.31,Matches,Abdul
33,Adam Armstrong,eng ENG,"FW,MF",Southampton,28-087,1997,20,15,1248.0,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches,Adam
294,Adam Lallana,eng ENG,MF,Southampton,36-363,1988,14,5,361.0,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,6,24,10,0.00,0.50,0.50,0.00,0.50,0.04,0.23,0.27,0.04,0.27,Matches,Adam
473,Adam Smith,eng ENG,DF,Bournemouth,34-009,1991,22,17,1409.0,15.7,0,0,0,0,0,0,6,0,0.7,0.7,0.3,1.0,12,40,31,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,Adam
547,Adam Wharton,eng ENG,MF,Crystal Palace,20-340,2004,20,16,1318.0,14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,0.00,0.14,0.14,0.00,0.14,0.03,0.21,0.23,0.03,0.23,Matches,Adam
543,Adam Webster,eng ENG,DF,Brighton,30-124,1995,11,8,617.0,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7,40,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.00,0.08,Matches,Adam
513,Adama Traoré,es ESP,"FW,MF",Fulham,29-103,1996,33,16,1592.0,17.7,2,6,8,2,0,0,3,0,3.9,3.9,4.7,8.6,89,61,145,0.11,0.34,0.45,0.11,0.45,0.22,0.27,0.49,0.22,0.49,Matches,Adama
214,Albert Grønbaek,dk DEN,"FW,MF",Southampton,23-350,2001,4,2,143.0,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches,Albert
194,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,20-311,2004,34,23,2146.0,23.8,6,2,8,6,0,0,3,0,7.2,7.2,4.5,11.7,139,56,281,0.25,0.08,0.34,0.25,0.34,0.30,0.19,0.49,0.30,0.49,Matches,Alejandro
338,Alex McCarthy,eng ENG,GK,Southampton,35-156,1989,5,5,450.0,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Alex
251,Alex Iwobi,ng NGA,"FW,MF",Fulham,29-005,1996,35,33,2796.0,31.1,9,6,15,9,0,0,1,0,4.6,4.6,6.9,11.5,135,199,224,0.29,0.19,0.48,0.29,0.48,0.15,0.22,0.37,0.15,0.37,Matches,Alex
401,Alex Palmer,eng ENG,GK,Ipswich Town,28-271,1996,11,11,990.0,11.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Alex
458,Alex Scott,eng ENG,MF,Bournemouth,21-260,2003,18,7,709.0,7.9,0,0,0,0,0,0,2,0,0.7,0.7,0.8,1.5,15,49,33,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.19,0.08,0.19,Matches,Alex
250,Alexander Isak,se SWE,FW,Newcastle Utd,25-229,1999,32,32,2577.0,28.6,23,6,29,19,4,4,1,0,19.9,16.8,4.3,21.1,81,80,200,0.80,0.21,1.01,0.66,0.87,0.69,0.15,0.85,0.59,0.74,Matches,Alexander
314,Alexis Mac Allister,ar ARG,MF,Liverpool,26-135,1998,34,30,2575.0,28.6,5,5,10,5,0,0,6,0,2.8,2.8,4.6,7.4,34,174,79,0.17,0.17,0.35,0.17,0.35,0.10,0.16,0.26,0.10,0.26,Matches,Alexis
225,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,23-068,2002,11,0,134.0,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.00,0.00,0.00,0.00,0.00,0.24,0.05,0.28,0.24,0.28,Matches,Ali
16,Alisson,br BRA,GK,Liverpool,32-218,1992,25,25,2238.0,24.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,Alisson
31,Alphonse Areola,fr FRA,GK,West Ham,32-070,1993,24,23,2080.0,23.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Alphonse
48,Altay Bayındır,tr TUR,GK,Manchester Utd,27-024,1998,2,2,180.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Altay
131,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,22-301,2002,23,17,1639.0,18.2,7,6,13,7,0,0,3,0,4.2,4.2,4.0,8.2,93,55,163,0.38,0.33,0.71,0.38,0.71,0.23,0.22,0.45,0.23,0.45,Matches,Amad
392,Amadou Onana,be BEL,MF,Aston Villa,23-265,2001,23,17,1378.0,15.3,3,0,3,3,0,0,4,0,2.1,2.1,0.3,2.4,21,60,14,0.20,0.00,0.20,0.20,0.20,0.14,0.02,0.16,0.14,0.16,Matches,Amadou
407,Andreas Pereira,br BRA,MF,Fulham,29-127,1996,31,23,1879.0,20.9,2,4,6,2,0,1,7,0,3.5,2.7,4.5,7.2,27,99,78,0.10,0.19,0.29,0.10,0.29,0.17,0.21,0.38,0.13,0.34,Matches,Andreas
433,Andrew Robertson,sct SCO,DF,Liverpool,31-058,1994,31,27,2308.0,25.6,0,0,0,0,0,0,3,1,1.0,1.0,4.1,5.1,58,165,95,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.20,0.04,0.20,Matches,Andrew
393,André Onana,cm CMR,GK,Manchester Utd,29-036,1996,33,33,2970.0,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,André
26,André,br BRA,MF,Wolves,23-296,2001,30,28,2249.0,25.0,0,0,0,0,0,0,7,0,0.4,0.4,0.7,1.1,8,95,11,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,André
193,Andrés García,es ESP,"DF,MF",Aston Villa,22-090,2003,7,5,318.0,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,26,15,28,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches,Andrés
249,Andy Irving,sct SCO,MF,West Ham,24-360,2000,10,1,166.0,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19,Matches,Andy
160,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,23-011,2002,35,28,2232.0,24.8,6,9,15,6,0,0,1,0,4.2,4.2,4.8,9.0,87,54,190,0.24,0.36,0.60,0.24,0.60,0.17,0.19,0.36,0.17,0.36,Matches,Anthony
208,Anthony Gordon,eng ENG,FW,Newcastle Utd,24-073,2001,31,25,2235.0,24.8,6,5,11,5,1,2,2,0,8.0,6.4,4.9,11.4,111,93,197,0.24,0.20,0.44,0.20,0.40,0.32,0.20,0.52,0.26,0.46,Matches,Anthony
461,Antoine Semenyo,gh GHA,FW,Bournemouth,25-121,2000,34,33,2933.0,32.6,9,5,14,9,0,0,9,0,9.3,9.3,5.8,15.1,133,106,259,0.28,0.15,0.43,0.28,0.43,0.29,0.18,0.46,0.29,0.46,Matches,Antoine
434,Antonee Robinson,us USA,DF,Fulham,27-273,1997,34,33,2989.0,33.2,0,10,10,0,0,0,8,0,0.7,0.7,4.1,4.8,114,123,265,0.00,0.30,0.30,0.00,0.30,0.02,0.12,0.15,0.02,0.15,Matches,Antonee
28,Antony,br BRA,"DF,MF",Manchester Utd,25-073,2000,8,0,141.0,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.65,0.08,0.73,0.65,0.73,Matches,Antony
283,Antonín Kinský,cz CZE,GK,Tottenham,22-056,2003,4,4,360.0,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,Antonín
210,Archie Gray,eng ENG,"DF,MF",Tottenham,19-057,2006,25,16,1481.0,16.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,34,15,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,Archie
366,Arijanet Muric,xk KVX,GK,Ipswich Town,26-182,1998,18,18,1620.0,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Arijanet
70,Armando Broja,al ALB,FW,Everton,23-240,2001,10,4,334.0,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,2,26,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches,Armando
50,Armel Bella Kotchap,de GER,DF,Southampton,23-148,2001,4,2,331.0,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,Armel
564,Ashley Young,eng ENG,"DF,FW",Everton,39-303,1985,29,17,1622.0,18.0,1,3,4,1,0,0,6,1,0.3,0.3,1.6,1.8,20,83,27,0.06,0.17,0.22,0.06,0.22,0.01,0.09,0.10,0.01,0.10,Matches,Ashley
520,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-175,1997,19,17,1446.0,16.1,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,9,46,8,0.00,0.06,0.06,0.00,0.06,0.01,0.02,0.03,0.01,0.03,Matches,Axel
138,Axel Disasi,fr FRA,DF,Chelsea,27-058,1998,6,4,364.0,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0.00,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,Matches,Axel
137,Axel Disasi,fr FRA,DF,Aston Villa,27-058,1998,7,5,490.0,5.4,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,10,16,5,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,Axel
230,Ayden Heaven,eng ENG,DF,Manchester Utd,18-228,2006,2,1,95.0,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ayden
530,Bart Verbruggen,nl NED,GK,Brighton,22-263,2002,33,33,2970.0,33.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches,Bart
122,Ben Davies,wls WAL,DF,Tottenham,32-014,1993,14,12,1126.0,12.5,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,14,50,6,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,Ben
263,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-104,2000,22,14,1348.0,15.0,1,2,3,1,0,0,5,1,1.1,1.1,1.3,2.3,16,26,33,0.07,0.13,0.20,0.07,0.20,0.07,0.09,0.16,0.07,0.16,Matches,Ben
199,Ben Godfrey,eng ENG,DF,Ipswich Town,27-113,1998,3,2,159.0,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ben
96,Ben Chilwell,eng ENG,DF,Crystal Palace,28-138,1996,6,0,139.0,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,3,10,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18,Matches,Ben
68,Ben Brereton,cl CHI,FW,Southampton,26-020,1999,10,4,449.0,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,12,9,42,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20,Matches,Ben
342,Ben Mee,eng ENG,DF,Brentford,35-229,1989,7,2,183.0,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ben
548,Ben White,eng ENG,DF,Arsenal,27-212,1997,14,10,941.0,10.5,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,11,44,28,0.00,0.10,0.10,0.00,0.10,0.04,0.08,0.12,0.04,0.12,Matches,Ben
42,Benoît Badiashile,fr FRA,DF,Chelsea,24-043,2001,5,3,334.0,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,17,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Benoît
466,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-271,1994,30,26,2401.0,26.7,3,4,7,3,0,0,7,0,3.2,3.2,4.4,7.6,94,115,184,0.11,0.15,0.26,0.11,0.26,0.12,0.16,0.29,0.12,0.29,Matches,Bernardo
299,Bernd Leno,de GER,GK,Fulham,33-065,1992,35,35,3150.0,35.0,0,1,1,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches,Bernd
57,Beto,gw GNB,FW,Everton,27-097,1998,27,12,1268.0,14.1,7,0,7,7,0,0,2,0,6.6,6.6,0.8,7.3,12,10,66,0.50,0.00,0.50,0.50,0.50,0.47,0.06,0.52,0.47,0.52,Matches,Beto
279,Bilal El Khannouss,ma MAR,MF,Leicester City,20-363,2004,30,25,2003.0,22.3,2,3,5,2,0,0,4,0,1.1,1.1,4.1,5.2,71,119,83,0.09,0.13,0.22,0.09,0.22,0.05,0.18,0.23,0.05,0.23,Matches,Bilal
198,Billy Gilmour,sct SCO,MF,Brighton,23-331,2001,2,1,98.0,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,Billy
126,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,32-095,1993,23,9,744.0,8.3,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2.0,14,15,48,0.12,0.24,0.36,0.12,0.36,0.10,0.15,0.24,0.10,0.24,Matches,Bobby
273,Boubacar Kamara,fr FRA,MF,Aston Villa,25-166,1999,23,17,1463.0,16.3,0,0,0,0,0,0,2,0,0.4,0.4,0.9,1.3,16,74,7,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.02,0.08,Matches,Boubacar
480,Boubakary Soumaré,fr FRA,MF,Leicester City,26-070,1999,28,23,1960.0,21.8,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,31,95,21,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,Boubakary
213,Brajan Gruda,de GER,"FW,MF",Brighton,20-342,2004,18,6,508.0,5.6,0,3,3,0,0,0,0,0,0.4,0.4,1.5,1.9,16,17,47,0.00,0.53,0.53,0.00,0.53,0.07,0.27,0.34,0.07,0.34,Matches,Brajan
264,Brennan Johnson,wls WAL,FW,Tottenham,23-350,2001,31,23,2083.0,23.1,11,3,14,11,0,0,5,0,9.8,9.8,2.3,12.1,57,70,194,0.48,0.13,0.60,0.48,0.60,0.43,0.10,0.52,0.43,0.52,Matches,Brennan
218,Bruno Guimarães,br BRA,MF,Newcastle Utd,27-173,1997,35,35,3002.0,33.4,4,6,10,4,0,0,6,0,3.9,3.9,5.8,9.6,54,247,81,0.12,0.18,0.30,0.12,0.30,0.12,0.17,0.29,0.12,0.29,Matches,Bruno
179,Bruno Fernandes,pt POR,MF,Manchester Utd,30-242,1994,33,32,2758.0,30.6,8,9,17,5,3,3,4,2,9.5,7.1,7.6,14.7,65,281,118,0.26,0.29,0.55,0.16,0.46,0.31,0.25,0.56,0.23,0.48,Matches,Bruno
335,Bryan Mbeumo,cm CMR,FW,Brentford,25-274,1999,35,35,3144.0,34.9,18,6,24,13,5,5,3,0,10.8,6.9,8.0,14.9,118,128,319,0.52,0.17,0.69,0.37,0.54,0.31,0.23,0.54,0.20,0.43,Matches,Bryan
443,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-245,2001,22,18,1539.0,17.1,6,10,16,5,1,1,3,0,6.3,5.5,6.8,12.3,82,62,233,0.35,0.58,0.94,0.29,0.88,0.37,0.40,0.77,0.32,0.72,Matches,Bukayo
390,Caleb Okoli,it ITA,DF,Leicester City,23-299,2001,18,12,1124.0,12.5,1,0,1,1,0,0,4,0,0.6,0.6,0.0,0.6,3,32,2,0.08,0.00,0.08,0.08,0.08,0.05,0.00,0.05,0.05,0.05,Matches,Caleb
553,Callum Wilson,eng ENG,FW,Newcastle Utd,33-070,1992,15,1,285.0,3.2,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,5,3,12,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14,Matches,Callum
241,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-182,2000,29,25,2152.0,23.9,5,2,7,5,0,0,2,0,2.5,2.5,2.7,5.2,127,66,186,0.21,0.08,0.29,0.21,0.29,0.10,0.11,0.22,0.10,0.22,Matches,Callum
47,Calvin Bassey,ng NGA,DF,Fulham,25-128,1999,33,32,2894.0,32.2,1,0,1,1,0,0,7,0,1.0,1.0,0.1,1.2,36,107,15,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.04,0.03,0.04,Matches,Calvin
75,Cameron Burgess,au AUS,DF,Ipswich Town,29-199,1995,17,15,1451.0,16.1,0,2,2,0,0,0,0,0,0.7,0.7,0.5,1.2,2,41,4,0.00,0.12,0.12,0.00,0.12,0.04,0.03,0.08,0.04,0.08,Matches,Cameron
30,Cameron Archer,eng ENG,FW,Southampton,23-291,2001,32,13,1373.0,15.3,2,0,2,2,0,1,0,0,5.1,4.3,0.4,4.6,19,14,64,0.13,0.00,0.13,0.13,0.13,0.33,0.02,0.36,0.28,0.31,Matches,Cameron
276,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-166,1998,10,10,900.0,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Caoimhín
185,Carlos Forbs,pt POR,"MF,FW",Wolves,21-050,2004,10,1,239.0,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,10,8,28,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07,Matches,Carlos
476,Carlos Soler,es ESP,"MF,FW",West Ham,28-126,1997,29,14,1358.0,15.1,1,1,2,1,0,0,5,0,1.7,1.7,1.2,2.9,16,52,33,0.07,0.07,0.13,0.07,0.13,0.11,0.08,0.19,0.11,0.19,Matches,Carlos
44,Carlos Baleba,cm CMR,MF,Brighton,21-125,2004,31,28,2403.0,26.7,3,1,4,3,0,0,8,1,3.0,3.0,1.3,4.3,40,111,27,0.11,0.04,0.15,0.11,0.15,0.11,0.05,0.16,0.11,0.16,Matches,Carlos
14,Carlos Alcaraz,ar ARG,"FW,MF",Everton,22-159,2002,12,5,580.0,6.4,1,2,3,1,0,0,4,0,1.3,1.3,1.5,2.8,15,37,17,0.16,0.31,0.47,0.16,0.47,0.21,0.23,0.43,0.21,0.43,Matches,Carlos
86,Casemiro,br BRA,MF,Manchester Utd,33-074,1992,22,16,1335.0,14.8,1,0,1,1,0,0,3,0,1.7,1.7,2.3,3.9,4,70,26,0.07,0.00,0.07,0.07,0.07,0.11,0.15,0.27,0.11,0.27,Matches,Casemiro
498,Charlie Taylor,eng ENG,DF,Southampton,31-232,1993,7,2,266.0,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Charlie
147,Cheick Doucouré,ml MLI,MF,Crystal Palace,25-120,2000,13,4,452.0,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,Cheick
387,Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,17-160,2007,6,1,155.0,1.7,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,2,1,12,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.35,0.35,0.35,Matches,Chidozie
389,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,28-007,1997,5,3,238.0,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Chiedozie
431,Chris Richards,us USA,DF,Crystal Palace,25-041,2000,21,19,1652.0,18.4,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,5,35,1,0.05,0.00,0.05,0.05,0.05,0.07,0.01,0.08,0.07,0.08,Matches,Chris
558,Chris Wood,nz NZL,FW,Nott'ham Forest,33-152,1991,33,32,2689.0,29.9,19,3,22,16,3,3,1,0,11.7,9.3,2.5,11.8,13,36,87,0.64,0.10,0.74,0.54,0.64,0.39,0.08,0.47,0.31,0.40,Matches,Chris
166,Christian Eriksen,dk DEN,MF,Manchester Utd,33-083,1992,21,11,1028.0,11.4,0,2,2,0,0,0,4,0,0.4,0.4,2.9,3.2,12,53,29,0.00,0.18,0.18,0.00,0.18,0.03,0.25,0.28,0.03,0.28,Matches,Christian
383,Christian Nørgaard,dk DEN,MF,Brentford,31-059,1994,31,31,2549.0,28.3,5,3,8,5,0,0,6,1,3.9,3.9,1.0,5.0,12,133,37,0.18,0.11,0.28,0.18,0.28,0.14,0.04,0.17,0.14,0.17,Matches,Christian
536,Christian Walton,eng ENG,GK,Ipswich Town,29-180,1995,6,6,540.0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Christian
378,Christopher Nkunku,fr FRA,FW,Chelsea,27-175,1997,27,9,921.0,10.2,3,2,5,3,0,0,2,0,4.8,4.8,2.1,6.9,17,25,68,0.29,0.20,0.49,0.29,0.49,0.47,0.21,0.68,0.47,0.67,Matches,Christopher
191,Cody Gakpo,nl NED,FW,Liverpool,26-001,1999,32,20,1717.0,19.1,9,3,12,9,0,0,5,0,6.5,6.5,3.5,10.0,51,52,253,0.47,0.16,0.63,0.47,0.63,0.34,0.18,0.52,0.34,0.52,Matches,Cody
402,Cole Palmer,eng ENG,MF,Chelsea,23-002,2002,34,33,2921.0,32.5,15,8,23,11,4,5,6,0,17.0,13.0,10.0,23.0,110,200,169,0.46,0.25,0.71,0.34,0.59,0.52,0.31,0.83,0.40,0.71,Matches,Cole
512,Conor Townsend,eng ENG,DF,Ipswich Town,32-065,1993,6,3,335.0,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.00,0.27,0.27,0.00,0.27,0.01,0.18,0.18,0.01,0.18,Matches,Conor
