Rk_stats_standard,Player,Nation_stats_standard,Pos_stats_standard,Squad_stats_standard,Age_stats_standard,Born_stats_standard,MP_stats_standard,Starts_stats_standard,Min_stats_standard,90s_stats_standard,Gls_stats_standard,Ast_stats_standard,G+A_stats_standard,G-PK_stats_standard,PK_stats_standard,PKatt_stats_standard,CrdY_stats_standard,CrdR_stats_standard,xG_stats_standard,npxG_stats_standard,xAG_stats_standard,npxG+xAG_stats_standard,PrgC_stats_standard,PrgP_stats_standard,PrgR_stats_standard,Gls_stats_standard,Ast_stats_standard,G+A_stats_standard,G-PK_stats_standard,G+A-PK_stats_standard,xG_stats_standard,xAG_stats_standard,xG+xAG_stats_standard,npxG_stats_standard,npxG+xAG_stats_standard,Matches_stats_standard,FirstName
93,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,28-081,1997,19,8,712.0,7.9,1,1,2,1,0,0,2,0,1.2,1.2,0.7,1.9,11,26,20,0.13,0.13,0.25,0.13,0.25,0.15,0.09,0.24,0.15,0.24,Matches,Conor
65,Conor Bradley,nir NIR,DF,Liverpool,21-303,2003,16,4,567.0,6.3,0,1,1,0,0,0,3,0,0.6,0.6,0.5,1.1,28,26,31,0.00,0.16,0.16,0.00,0.16,0.09,0.07,0.17,0.09,0.17,Matches,Conor
103,Conor Coady,eng ENG,DF,Leicester City,32-072,1993,19,16,1444.0,16.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,3,30,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,Conor
124,Craig Dawson,eng ENG,DF,Wolves,35-002,1990,15,10,971.0,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,Craig
440,Cristian Romero,ar ARG,DF,Tottenham,27-011,1998,18,18,1416.0,15.7,1,0,1,1,0,0,3,0,1.6,1.6,0.6,2.2,12,71,3,0.06,0.00,0.06,0.06,0.06,0.10,0.04,0.14,0.10,0.14,Matches,Cristian
492,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-190,2001,19,7,786.0,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches,Crysencio
266,Curtis Jones,eng ENG,"MF,DF",Liverpool,24-098,2001,30,17,1528.0,17.0,3,3,6,3,0,0,3,1,4.1,4.1,1.0,5.1,24,95,71,0.18,0.18,0.35,0.18,0.35,0.24,0.06,0.30,0.24,0.30,Matches,Curtis
272,Daichi Kamada,jp JPN,MF,Crystal Palace,28-276,1996,31,14,1424.0,15.8,0,0,0,0,0,0,4,1,1.1,1.1,1.8,2.9,24,80,54,0.00,0.00,0.00,0.00,0.00,0.07,0.11,0.18,0.07,0.18,Matches,Daichi
76,Dan Burn,eng ENG,DF,Newcastle Utd,32-364,1992,34,34,3060.0,34.0,1,0,1,1,0,0,10,0,1.7,1.7,0.9,2.6,9,59,10,0.03,0.00,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Matches,Dan
399,Dango Ouattara,bf BFA,FW,Bournemouth,23-086,2002,32,21,2005.0,22.3,7,4,11,7,0,0,3,0,8.4,8.4,5.5,13.8,79,43,191,0.31,0.18,0.49,0.31,0.49,0.38,0.25,0.62,0.38,0.62,Matches,Dango
365,Daniel Muñoz,co COL,DF,Crystal Palace,28-347,1996,34,34,2958.0,32.9,4,4,8,4,0,0,10,0,4.7,4.7,4.5,9.1,54,89,191,0.12,0.12,0.24,0.12,0.24,0.14,0.14,0.28,0.14,0.28,Matches,Daniel
119,Danilo,br BRA,"MF,FW",Nott'ham Forest,24-009,2001,7,5,267.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Danilo
544,Danny Welbeck,eng ENG,FW,Brighton,34-163,1990,28,22,1942.0,21.6,9,4,13,9,0,0,5,0,8.1,8.1,1.2,9.3,19,42,83,0.42,0.19,0.60,0.42,0.60,0.38,0.06,0.43,0.38,0.43,Matches,Danny
247,Danny Ings,eng ENG,"FW,MF",West Ham,32-289,1992,15,1,284.0,3.2,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,29,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches,Danny
538,Danny Ward,wls WAL,GK,Leicester City,31-320,1993,2,1,135.0,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Danny
386,Dara O'Shea,ie IRL,DF,Ipswich Town,26-065,1999,32,32,2852.0,31.7,0,2,2,0,0,0,6,0,1.2,1.2,0.5,1.7,3,71,8,0.00,0.06,0.06,0.00,0.06,0.04,0.02,0.05,0.04,0.05,Matches,Dara
381,Darwin Núñez,uy URU,FW,Liverpool,25-318,1999,27,8,1051.0,11.7,5,2,7,5,0,0,8,0,5.3,5.3,1.2,6.5,22,27,69,0.43,0.17,0.60,0.43,0.60,0.45,0.11,0.56,0.45,0.56,Matches,Darwin
424,David Raya,es ESP,GK,Arsenal,29-235,1995,35,35,3150.0,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,David
71,David Brooks,wls WAL,"FW,MF",Bournemouth,27-304,1997,26,8,832.0,9.2,2,0,2,2,0,0,3,0,2.2,2.2,1.7,3.9,25,27,75,0.22,0.00,0.22,0.22,0.22,0.24,0.18,0.42,0.24,0.42,Matches,David
243,Dean Huijsen,es ESP,DF,Bournemouth,20-024,2005,29,24,2234.0,24.8,3,1,4,3,0,0,8,0,1.9,1.9,2.0,3.8,36,116,10,0.12,0.04,0.16,0.12,0.16,0.08,0.08,0.15,0.08,0.15,Matches,Dean
233,Dean Henderson,eng ENG,GK,Crystal Palace,28-057,1997,35,35,3150.0,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Dean
430,Declan Rice,eng ENG,MF,Arsenal,26-114,1999,33,31,2645.0,29.4,3,7,10,3,0,0,7,1,3.3,3.3,6.5,9.7,88,180,92,0.10,0.24,0.34,0.10,0.34,0.11,0.22,0.33,0.11,0.33,Matches,Declan
292,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,25-013,2000,31,26,2371.0,26.3,7,4,11,7,0,0,3,0,4.2,4.2,6.2,10.4,120,123,210,0.27,0.15,0.42,0.27,0.42,0.16,0.24,0.39,0.16,0.39,Matches,Dejan
521,Destiny Udogie,it ITA,DF,Tottenham,22-161,2002,24,23,1834.0,20.4,0,1,1,0,0,0,2,0,0.3,0.3,1.5,1.8,54,120,93,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.09,0.01,0.09,Matches,Destiny
205,Diego Gómez,py PAR,MF,Brighton,22-042,2003,13,4,441.0,4.9,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.2,5,20,14,0.00,0.00,0.00,0.00,0.00,0.15,0.10,0.25,0.15,0.25,Matches,Diego
84,Diego Carlos,br BRA,DF,Aston Villa,32-054,1993,10,8,830.0,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,34,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,Diego
117,Diogo Dalot,pt POR,DF,Manchester Utd,26-051,1999,32,31,2788.0,31.0,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.0,62,102,164,0.00,0.10,0.10,0.00,0.10,0.06,0.07,0.13,0.06,0.13,Matches,Diogo
268,Diogo Jota,pt POR,FW,Liverpool,28-155,1996,24,14,1154.0,12.8,6,3,9,6,0,0,2,0,7.5,7.5,1.8,9.3,36,33,86,0.47,0.23,0.70,0.47,0.70,0.59,0.14,0.73,0.59,0.73,Matches,Diogo
481,Djed Spence,eng ENG,DF,Tottenham,24-272,2000,22,17,1604.0,17.8,1,2,3,1,0,0,4,1,0.6,0.6,1.8,2.3,56,100,70,0.06,0.11,0.17,0.06,0.17,0.03,0.10,0.13,0.03,0.13,Matches,Djed
83,Dominic Calvert-Lewin,eng ENG,FW,Everton,28-053,1997,23,19,1588.0,17.6,3,1,4,3,0,0,2,0,6.2,6.2,0.6,6.8,22,19,107,0.17,0.06,0.23,0.17,0.23,0.35,0.04,0.38,0.35,0.38,Matches,Dominic
475,Dominic Solanke,eng ENG,FW,Tottenham,27-236,1997,25,24,2119.0,23.5,8,3,11,8,0,0,0,0,10.1,10.1,2.9,13.1,29,45,88,0.34,0.13,0.47,0.34,0.47,0.43,0.13,0.56,0.43,0.56,Matches,Dominic
494,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-195,2000,33,26,2279.0,25.3,5,5,10,5,0,0,6,0,7.1,7.1,6.2,13.3,65,118,120,0.20,0.20,0.39,0.20,0.39,0.28,0.24,0.53,0.28,0.53,Matches,Dominik
322,Donyell Malen,nl NED,FW,Aston Villa,26-119,1999,12,2,293.0,3.3,3,0,3,3,0,0,0,0,2.2,2.2,0.1,2.2,11,5,25,0.92,0.00,0.92,0.92,0.92,0.66,0.02,0.68,0.66,0.68,Matches,Donyell
340,Dwight McNeil,eng ENG,"MF,FW",Everton,25-167,1999,18,14,1262.0,14.0,4,4,8,4,0,0,1,0,1.1,1.1,3.8,4.8,35,63,74,0.29,0.29,0.57,0.29,0.57,0.08,0.27,0.35,0.08,0.35,Matches,Dwight
172,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26-313,1998,31,29,2427.0,27.0,5,8,13,4,1,2,1,0,9.1,7.5,5.2,12.7,67,89,143,0.19,0.30,0.48,0.15,0.44,0.34,0.19,0.53,0.28,0.47,Matches,Eberechi
377,Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,25-343,1999,26,8,895.0,9.9,1,1,2,1,0,0,6,1,4.5,4.5,1.6,6.1,38,17,68,0.10,0.10,0.20,0.10,0.20,0.45,0.16,0.62,0.45,0.62,Matches,Eddie
154,Ederson,br BRA,GK,Manchester City,31-264,1993,23,23,2050.0,22.8,0,4,4,0,0,0,3,0,0.0,0.0,1.5,1.5,0,1,0,0.00,0.18,0.18,0.00,0.18,0.00,0.07,0.07,0.00,0.07,Matches,Ederson
318,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,24-000,2001,8,0,119.0,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.17,0.09,0.17,Matches,Edmond-Paris
18,Edson Álvarez,mx MEX,MF,West Ham,27-196,1997,25,19,1633.0,18.1,0,1,1,0,0,0,8,1,0.3,0.3,0.8,1.1,21,75,18,0.00,0.06,0.06,0.00,0.06,0.02,0.04,0.06,0.02,0.06,Matches,Edson
25,Elliot Anderson,eng ENG,MF,Nott'ham Forest,22-183,2002,34,30,2467.0,27.4,2,6,8,2,0,0,7,0,1.9,1.9,3.1,5.0,46,128,87,0.07,0.22,0.29,0.07,0.29,0.07,0.11,0.18,0.07,0.18,Matches,Elliot
403,Emerson Palmieri,it ITA,DF,West Ham,30-278,1994,30,26,2105.0,23.4,2,1,3,2,0,0,5,0,2.0,2.0,1.5,3.4,47,66,83,0.09,0.04,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,Matches,Emerson
72,Emi Buendía,ar ARG,"MF,FW",Aston Villa,28-134,1996,12,0,98.0,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,7,6,0.00,0.00,0.00,0.00,0.00,0.60,0.02,0.62,0.60,0.62,Matches,Emi
290,Emil Krafth,se SWE,DF,Newcastle Utd,30-279,1994,10,2,289.0,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,Emil
474,Emile Smith Rowe,eng ENG,MF,Fulham,24-284,2000,31,23,1886.0,21.0,6,2,8,6,0,0,2,0,4.4,4.4,1.1,5.5,50,120,115,0.29,0.10,0.38,0.29,0.38,0.21,0.05,0.26,0.21,0.26,Matches,Emile
328,Emiliano Martínez,ar ARG,GK,Aston Villa,32-248,1992,34,34,2970.0,33.0,0,0,0,0,0,0,4,0,0.0,0.0,0.5,0.5,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,Emiliano
6,Emmanuel Agbadou,ci CIV,DF,Wolves,27-325,1997,13,13,1140.0,12.7,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,3,22,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,Emmanuel
524,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-363,1997,17,2,345.0,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82,Matches,Enes
181,Enzo Fernández,ar ARG,MF,Chelsea,24-111,2001,33,29,2677.0,29.7,6,7,13,6,0,0,7,0,6.0,6.0,6.5,12.5,57,199,116,0.20,0.24,0.44,0.20,0.44,0.20,0.22,0.42,0.20,0.42,Matches,Enzo
223,Erling Haaland,no NOR,FW,Manchester City,24-291,2000,28,28,2480.0,27.6,21,3,24,19,2,3,2,0,20.8,18.4,2.8,21.2,19,18,103,0.76,0.11,0.87,0.69,0.80,0.76,0.10,0.86,0.67,0.77,Matches,Erling
413,Ethan Pinnock,jm JAM,DF,Brentford,31-344,1993,22,21,1913.0,21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.00,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,Matches,Ethan
382,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,18-048,2007,25,10,821.0,9.1,4,2,6,4,0,0,1,0,1.1,1.1,1.0,2.2,44,30,102,0.44,0.22,0.66,0.44,0.66,0.12,0.11,0.24,0.12,0.24,Matches,Ethan
177,Evan Ferguson,ie IRL,FW,West Ham,20-201,2004,8,1,156.0,1.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,0.00,0.00,0.00,0.00,0.00,0.32,0.17,0.50,0.32,0.50,Matches,Evan
178,Evan Ferguson,ie IRL,FW,Brighton,20-201,2004,13,2,246.0,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,Matches,Evan
169,Evanilson,br BRA,FW,Bournemouth,25-214,1999,28,25,2058.0,22.9,10,1,11,10,0,1,1,1,11.6,10.8,1.6,12.5,28,24,88,0.44,0.04,0.48,0.44,0.48,0.51,0.07,0.58,0.47,0.55,Matches,Evanilson
287,Ezri Konsa,eng ENG,DF,Aston Villa,27-197,1997,31,30,2666.0,29.6,1,0,1,1,0,0,0,0,0.9,0.9,0.4,1.3,17,77,11,0.03,0.00,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Matches,Ezri
456,Fabian Schär,ch SUI,DF,Newcastle Utd,33-139,1991,31,30,2664.0,29.6,4,0,4,4,0,0,7,1,2.4,2.4,0.4,2.8,14,102,18,0.14,0.00,0.14,0.14,0.14,0.08,0.01,0.10,0.08,0.10,Matches,Fabian
85,Fabio Carvalho,pt POR,"FW,MF",Brentford,22-251,2002,19,3,455.0,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.40,0.20,0.59,0.40,0.59,0.49,0.13,0.62,0.49,0.62,Matches,Fabio
74,Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,20-136,2004,29,14,1474.0,16.4,4,2,6,4,0,0,7,0,3.8,3.8,3.1,6.8,38,52,69,0.24,0.12,0.37,0.24,0.37,0.23,0.19,0.42,0.23,0.42,Matches,Facundo
271,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-213,1999,6,5,385.0,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.00,0.23,0.23,0.23,0.10,0.04,0.14,0.10,0.14,Matches,Ferdi
270,Filip Jørgensen,dk DEN,GK,Chelsea,23-022,2002,6,6,540.0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Filip
148,Flynn Downes,eng ENG,MF,Southampton,26-108,1999,24,22,1881.0,20.9,1,0,1,1,0,0,10,0,0.6,0.6,1.1,1.7,25,63,28,0.05,0.00,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,Matches,Flynn
186,Fraser Forster,eng ENG,GK,Tottenham,37-052,1988,7,7,630.0,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Fraser
327,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-324,2001,30,22,2041.0,22.7,7,4,11,7,0,0,1,0,5.9,5.9,4.7,10.6,112,47,267,0.31,0.18,0.49,0.31,0.49,0.26,0.21,0.47,0.26,0.47,Matches,Gabriel
317,Gabriel Magalhães,br BRA,DF,Arsenal,27-140,1997,28,28,2363.0,26.3,3,1,4,3,0,0,4,0,2.6,2.6,0.9,3.5,10,126,11,0.11,0.04,0.15,0.11,0.15,0.10,0.03,0.13,0.10,0.13,Matches,Gabriel
258,Gabriel Jesus,br BRA,FW,Arsenal,28-035,1997,17,6,608.0,6.8,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,0.44,0.00,0.44,0.44,0.44,0.44,0.10,0.54,0.44,0.54,Matches,Gabriel
239,George Hirst,sct SCO,FW,Ipswich Town,26-082,1999,23,3,493.0,5.5,3,1,4,3,0,0,2,0,1.6,1.6,0.3,1.9,9,13,29,0.55,0.18,0.73,0.55,0.73,0.28,0.06,0.35,0.28,0.35,Matches,George
441,Georginio Rutter,fr FRA,"MF,FW",Brighton,23-018,2002,28,19,1656.0,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,Matches,Georginio
215,Gonçalo Guedes,pt POR,"MF,FW",Wolves,28-160,1996,26,7,783.0,8.7,2,4,6,2,0,0,1,0,2.2,2.2,1.1,3.3,32,31,60,0.23,0.46,0.69,0.23,0.69,0.26,0.13,0.38,0.26,0.38,Matches,Gonçalo
532,Guglielmo Vicario,it ITA,GK,Tottenham,28-213,1996,23,23,2070.0,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Guglielmo
437,Guido Rodríguez,ar ARG,MF,West Ham,31-026,1994,20,14,1018.0,11.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,2,31,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,Guido
98,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,27-219,1997,4,1,131.0,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,Matches,Hamza
425,Harrison Reed,eng ENG,MF,Fulham,30-101,1995,12,0,109.0,1.2,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,4,7,0.00,0.00,0.00,0.00,0.00,0.21,0.07,0.27,0.21,0.27,Matches,Harrison
508,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-262,1995,4,1,137.0,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,Harry
319,Harry Maguire,eng ENG,DF,Manchester Utd,32-064,1993,24,17,1539.0,17.1,1,0,1,1,0,0,7,0,1.4,1.4,0.3,1.7,6,43,7,0.06,0.00,0.06,0.06,0.06,0.08,0.01,0.10,0.08,0.10,Matches,Harry
100,Harry Clarke,eng ENG,DF,Ipswich Town,24-067,2001,7,4,379.0,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,Harry
20,Harry Amass,eng ENG,DF,Manchester Utd,18-053,2007,4,3,256.0,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,9,5,17,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches,Harry
554,Harry Wilson,wls WAL,"FW,MF",Fulham,28-047,1997,22,10,1003.0,11.1,5,1,6,5,0,0,2,0,3.7,3.7,1.1,4.8,17,48,83,0.45,0.09,0.54,0.45,0.54,0.33,0.10,0.43,0.33,0.43,Matches,Harry
555,Harry Winks,eng ENG,MF,Leicester City,29-095,1996,22,17,1538.0,17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.5,19,101,11,0.00,0.12,0.12,0.00,0.12,0.01,0.07,0.09,0.01,0.09,Matches,Harry
46,Harvey Barnes,eng ENG,FW,Newcastle Utd,27-150,1997,30,14,1503.0,16.7,9,4,13,9,0,0,0,0,6.6,6.6,3.9,10.4,80,72,172,0.54,0.24,0.78,0.54,0.78,0.39,0.23,0.62,0.39,0.62,Matches,Harvey
161,Harvey Elliott,eng ENG,"MF,FW",Liverpool,22-034,2003,15,1,267.0,3.0,0,1,1,0,0,0,1,0,0.8,0.8,0.9,1.7,8,29,25,0.00,0.34,0.34,0.00,0.34,0.28,0.29,0.57,0.28,0.57,Matches,Harvey
232,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-102,1996,20,5,651.0,7.2,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,15,12,41,0.28,0.00,0.28,0.28,0.28,0.11,0.02,0.13,0.11,0.13,Matches,Hwang
419,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-207,2001,2,1,145.0,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Hákon
313,Ian Maatsen,nl NED,DF,Aston Villa,23-059,2002,26,8,957.0,10.6,1,2,3,1,0,0,2,0,0.8,0.8,2.7,3.5,27,40,91,0.09,0.19,0.28,0.09,0.28,0.07,0.25,0.33,0.07,0.33,Matches,Ian
448,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-157,1997,10,4,370.0,4.1,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,0,16,3,0.00,0.24,0.24,0.00,0.24,0.00,0.09,0.10,0.00,0.10,Matches,Ibrahim
286,Ibrahima Konaté,fr FRA,DF,Liverpool,25-348,1999,28,27,2320.0,25.8,1,2,3,1,0,0,5,0,1.7,1.7,1.0,2.7,21,103,3,0.04,0.08,0.12,0.04,0.12,0.07,0.04,0.10,0.07,0.10,Matches,Ibrahima
192,Idrissa Gana Gueye,sn SEN,MF,Everton,35-224,1989,34,32,2794.0,31.0,0,3,3,0,0,0,8,0,1.1,1.1,1.7,2.8,26,134,24,0.00,0.10,0.10,0.00,0.10,0.03,0.05,0.09,0.03,0.09,Matches,Idrissa
246,Igor,br BRA,DF,Brighton,27-090,1998,12,9,903.0,10.0,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,44,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,Igor
370,Iliman Ndiaye,sn SEN,FW,Everton,25-063,2000,30,27,2252.0,25.0,7,0,7,5,2,2,3,0,5.2,3.6,1.6,5.2,81,50,115,0.28,0.00,0.28,0.20,0.20,0.21,0.06,0.27,0.15,0.21,Matches,Iliman
565,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-249,2002,33,32,2842.0,31.6,0,0,0,0,0,0,3,1,1.1,1.1,0.6,1.6,25,128,4,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,Illia
451,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,27-072,1998,35,27,2482.0,27.6,7,4,11,7,0,0,4,0,9.1,9.1,7.1,16.2,69,79,169,0.25,0.15,0.40,0.25,0.40,0.33,0.26,0.59,0.33,0.59,Matches,Ismaila
136,Issa Diop,fr FRA,DF,Fulham,28-119,1997,21,15,1339.0,14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Matches,Issa
484,Jack Stephens,eng ENG,DF,Southampton,31-101,1994,17,15,1209.0,13.4,1,0,1,1,0,0,2,2,0.6,0.6,0.2,0.7,13,53,2,0.07,0.00,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,Matches,Jack
238,Jack Hinshelwood,eng ENG,"DF,MF",Brighton,20-027,2005,23,21,1744.0,19.4,2,2,4,2,0,0,5,0,1.5,1.5,1.3,2.8,18,63,47,0.10,0.10,0.21,0.10,0.21,0.08,0.07,0.14,0.08,0.14,Matches,Jack
101,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,24-166,2000,29,11,1056.0,11.7,0,4,4,0,0,0,2,0,1.0,1.0,2.0,2.9,32,35,47,0.00,0.34,0.34,0.00,0.34,0.08,0.17,0.25,0.08,0.25,Matches,Jack
227,Jack Harrison,eng ENG,FW,Everton,28-169,1996,31,22,1900.0,21.1,1,0,1,1,0,0,0,0,3.3,3.3,3.7,7.0,64,45,116,0.05,0.00,0.05,0.05,0.05,0.16,0.17,0.33,0.16,0.33,Matches,Jack
211,Jack Grealish,eng ENG,"FW,MF",Manchester City,29-240,1995,19,7,720.0,8.0,1,1,2,1,0,0,3,0,1.1,1.1,1.8,3.0,69,52,118,0.12,0.12,0.25,0.12,0.25,0.14,0.23,0.37,0.14,0.37,Matches,Jack
499,Jack Taylor,ie IRL,MF,Ipswich Town,26-319,1998,29,3,766.0,8.5,1,0,1,1,0,0,3,0,0.7,0.7,0.5,1.2,11,41,21,0.12,0.00,0.12,0.12,0.12,0.08,0.06,0.15,0.08,0.15,Matches,Jack
421,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-345,2001,27,18,1516.0,16.8,1,3,4,1,0,0,2,0,1.5,1.5,2.3,3.7,57,67,105,0.06,0.18,0.24,0.06,0.24,0.09,0.13,0.22,0.09,0.22,Matches,Jacob
368,Jacob Murphy,eng ENG,FW,Newcastle Utd,30-073,1995,32,28,2139.0,23.8,8,11,19,8,0,0,3,0,5.7,5.7,8.1,13.8,70,67,216,0.34,0.46,0.80,0.34,0.80,0.24,0.34,0.58,0.24,0.58,Matches,Jacob
